Poem,Title,Nationality,Century,Gender
"For John Thornton



Fellow fugitiveForgive yourselfAnd me therebyThus we can liveWhatever’s leftOf time for us,Each day a giftWe take on trust",Tempus fugit,American,20th-century,Male
"Much Madness is divinest Sense -
To a discerning Eye -
Much Sense - the starkest Madness -
’Tis the Majority
In this, as all, prevail -
Assent - and you are sane -
Demur - you’re straightway dangerous -
And handled with a Chain -",Much Madness is divinest Sense - (620),American,19th-century,Female
The mind mustset itself upwherever it goesand it would bemost convenientto impose itsold rooms—justtack them uplike an interiortent. Oh butthe new holes aren’t where the windowswent.,New Rooms,American,20th-century,Female
"Were you but lying cold and dead, And lights were paling out of the West, You would come hither, and bend your head, And I would lay my head on your breast; And you would murmur tender words, Forgiving me, because you were dead: Nor would you rise and hasten away, Though you have the will of wild birds, But know your hair was bound and wound About the stars and moon and sun: O would, beloved, that you lay Under the dock-leaves in the ground, While lights were paling one by one.",He wishes his Beloved were Dead,Irish,20th-century,Male
"Deep on the convent-roof the snows
     Are sparkling to the moon:My breath to heaven like vapour goes;
     May my soul follow soon!The shadows of the convent-towers
     Slant down the snowy sward,Still creeping with the creeping hours
     That lead me to my Lord:Make Thou my spirit pure and clear
     As are the frosty skies,Or this first snowdrop of the year
     That in my bosom lies.As these white robes are soil'd and dark,
     To yonder shining ground;As this pale taper's earthly spark,
     To yonder argent round;So shows my soul before the Lamb,
     My spirit before Thee;So in mine earthly house I am,
     To that I hope to be.Break up the heavens, O Lord! and far,
     Thro' all yon starlight keen,Draw me, thy bride, a glittering star,
     In raiment white and clean.He lifts me to the golden doors;
     The flashes come and go;All heaven bursts her starry floors,
     And strows her lights below,And deepens on and up! the gates
     Roll back, and far withinFor me the Heavenly Bridegroom waits,
     To make me pure of sin.The sabbaths of Eternity,
     One sabbath deep and wide—A light upon the shining sea—
     The Bridegroom with his bride!",St. Agnes' Eve,English,19th-century,Male
"A blue anchor grains of grit in a tall sky sewing
I inch and only sometimes as far as the twisted pole gone in spare colors
Too late the last express passes through the dust of gardens",[A blue anchor grains of grit in a tall sky sewing],American,20th-century,Male
"Alone with our madness and favorite flower
We see that there really is nothing left to write about.
Or rather, it is necessary to write about the same old things
In the same way, repeating the same things over and over
For love to continue and be gradually different.
Beehives and ants have to be re-examined eternally
And the color of the day put in
Hundreds of times and varied from summer to winter
For it to get slowed down to the pace of an authentic
Saraband and huddle there, alive and resting.
Only then can the chronic inattention
Of our lives drape itself around us, conciliatory
And with one eye on those long tan plush shadows
That speak so deeply into our unprepared knowledge
Of ourselves, the talking engines of our day.",Late Echo,American,20th-century,Male
"we think we are lost 
 while our fuller 
 found and complete selves 
 are somewhere in the future 
 we get on our hands and knees 
 thinking self-improvement will 
 help us reach them 
 but this finding ourselves bullshit 
 is never going to end 
 i’m tired of putting of f living until 
 i have more information on who i am 
 i’m a new person every month 
 always becoming and unbecoming 
 only to become again 
 our fuller selves are not of f in the future 
 they’re right here 
 in the only moment that exists 
 i don’ t need fixing 
 i will be searching for answers my whole life 
 not because i’m a half-formed thing 
 but because i’m brilliant enough to keep growing 
 everything necessary to live a vivid life 
 already exists in me 
 - i am complete simply because i am imperfect",,Canadian,21st-century,Female
"Shy one, shy one, Shy one of my heart, She moves in the firelight Pensively apart. She carries in the dishes, And lays them in a row. To an isle in the water With her would I go. She carries in the candles, And lights the curtained room, Shy in the doorway And shy in the gloom; And shy as a rabbit, Helpful and shy. To an isle in the water With her would I fly.",To an Isle in the Water,Irish,20th-century,Male
"Safe in their Alabaster Chambers -
Untouched by Morning - 
and untouched by noon -
Sleep the meek members of the Resurrection, 
Rafter of Satin and Roof of Stone - 
Grand go the Years, 
In the Crescent above them -
Worlds scoop their Arcs - 
and Firmaments - row -
Diadems - drop -
And Doges surrender -
Soundless as Dots, 
On a Disk of Snow.",Safe in their Alabaster Chambers (124),American,19th-century,Female
How anything  is known  is so thin—  a skin of ice  over a pond  only birds might  confidently walk  upon. A bird's  worth of weight  or one bird-weight  of Wordsworth.,Thin,American,20th-century,Female
"O! never say that I was false of heart, Though absence seemed my flame to qualify. As easy might I from myself depart As from my soul, which in thy breast doth lie: That is my home of love; if I have ranged, Like him that travels, I return again, Just to the time, not with the time exchanged, So that myself bring water for my stain. Never believe, though in my nature reigned All frailties that besiege all kinds of blood, That it could so preposterously be stained, To leave for nothing all thy sum of good;    For nothing this wide universe I call,    Save thou, my rose; in it thou art my all.",Sonnet 109: O! never say that I was false of heart,English,16th-century,Male
"Fame is the one that does not stay —
It's occupant must die
Or out of sight of estimate
Ascend incessantly —
Or be that most insolvent thing
A Lightning in the Germ —
Electrical the embryo
But we demand the Flame",Fame is the one that does not stay — (1507),American,19th-century,Female
"I know that He exists.
Somewhere – in silence –
He has hid his rare life
From our gross eyes.
’Tis an instant’s play –
’Tis a fond Ambush –
Just to make Bliss
Earn her own surprise!
But – should the play
Prove piercing earnest –
Should the glee – glaze –
In Death’s – stiff – stare –
Would not the fun
Look too expensive!
Would not the jest –
Have crawled too far!",I know that He exists. (365),American,19th-century,Female
"(from Henry VIII)



Orpheus with his lute made trees, And the mountain tops that freeze, Bow themselves when he did sing:To his music plants and flowers Ever sprung; as sun and showers There had made a lasting spring. Every thing that heard him play, Even the billows of the sea, Hung their heads, and then lay by. In sweet music is such art, Killing care and grief of heart Fall asleep, or hearing, die.",Song: “Orpheus with his lute made trees”,English,16th-century,Male
"You say, but with no touch of scorn,          Sweet-hearted, you, whose light-blue eyes          Are tender over drowning flies, You tell me, doubt is Devil-born. I know not: one indeed I knew          In many a subtle question versed,          Who touch'd a jarring lyre at first, But ever strove to make it true: Perplext in faith, but pure in deeds,          At last he beat his music out.          There lives more faith in honest doubt, Believe me, than in half the creeds. He fought his doubts and gather'd strength,          He would not make his judgment blind,          He faced the spectres of the mind And laid them: thus he came at length To find a stronger faith his own;          And Power was with him in the night,          Which makes the darkness and the light, And dwells not in the light alone, But in the darkness and the cloud,          As over Sinaï's peaks of old,          While Israel made their gods of gold, Altho' the trumpet blew so loud.",In Memoriam A. H. H. OBIIT MDCCCXXXIII: 96,English,19th-century,Male
"Attending to verbal constructs
makes care long-term,
not acute,
which is for the best
because, though flawed,
each one is salvageable
or replaceable
unlike my flesh.
Words can be compared
with moments,
houses, trees, wires,
wires, trees, houses.
All stand
on their marks.
Still,
there’s a lot of overlap.
I move my eyes
to make time.
I take their measure
and create a duplicate.",The Job,American,21st-century,Female
"Alas, 'tis true I have gone here and there And made myself a motley to the view, Gor'd mine own thoughts, sold cheap what is most dear, Made old offences of affections new. Most true it is that I have look'd on truth Askance and strangely: but, by all above, These blenches gave my heart another youth, And worse essays prov'd thee my best of love. Now all is done, have what shall have no end! Mine appetite, I never more will grind On newer proof, to try an older friend, A god in love, to whom I am confin'd. Then give me welcome, next my heaven the best, Even to thy pure and most most loving breast.","Sonnet 110: Alas, 'tis true I have gone here and there",English,16th-century,Male
"each time i showed you a piece of heaven 
 it was a warning 
 every stroll we took 
 through the garden of my life 
 all the flowers that bloomed for you 
 the peacocks that sang your name 
 were a sign 
 yet 
 after seeing all my magic 
 you hit your head and lost it 
 went and scattered yourself across this town 
 thinking if you were lucky enough to taste me 
 you’d get your hands on something better 
 everything dulled in comparison 
 now you’re back 
 body spilling all over my floor 
 begging me 
 to crush you with my thighs 
 pull you into my hips 
 transcend you to heaven with my pussy 
 i had you on the greatest trip of your life 
 i had you seeing visions 
 each time i showed you a piece of heaven 
 every stroll we took through the garden of my life 
 all the flowers that bloomed for you 
 the peacocks that sang your name 
 were a sign of all you’d lose",,Canadian,21st-century,Female
"Although you hide in the ebb and flow Of the pale tide when the moon has set, The people of coming days will know About the casting out of my net, And how you have leaped times out of mind Over the little silver cords, And think that you were hard and unkind, And blame you with many bitter words.",The Fish,Irish,20th-century,Male
"Turn, Fortune, turn thy wheel, and lower the proud; Turn thy wild wheel thro' sunshine, storm, and cloud; Thy wheel and thee we neither love nor hate.          Turn, Fortune, turn thy wheel with smile or frown; With that wild wheel we go not up or down; Our hoard is little, but our hearts are great.          Smile and we smile, the lords of many lands; Frown and we smile, the lords of our own hands; For man is man and master of his fate.          Turn, turn thy wheel above the staring crowd; Thy wheel and thou are shadows in the cloud; Thy wheel and thee we neither love nor hate.",from Idylls of the King: Song from The Marriage of Geraint,English,19th-century,Male
"Some keep the Sabbath going to Church –
I keep it, staying at Home –
With a Bobolink for a Chorister –
And an Orchard, for a Dome –
Some keep the Sabbath in Surplice –
I, just wear my Wings –
And instead of tolling the Bell, for Church,
Our little Sexton – sings.
God preaches, a noted Clergyman –
And the sermon is never long,
So instead of getting to Heaven, at last –
I’m going, all along.",Some keep the Sabbath going to Church – (236),American,19th-century,Female
"1
Scribe out of work
At a loss for words
Not his to begin with,
The man life passed by
Stands at the window
Biding his time
       2
Time and again
And now once more
I climb these stairs
Unlock this door—
No name where I live
Alone in my lair
With one bone to pick
And no time to spare",Curriculum Vitae,American,20th-century,Male
"No, Time, thou shalt not boast that I do change:Thy pyramids built up with newer mightTo me are nothing novel, nothing strange;They are but dressings of a former sight.Our dates are brief, and therefore we admireWhat thou dost foist upon us that is old,And rather make them born to our desireThan think that we before have heard them told.Thy registers and thee I both defy,Not wondering at the present nor the past;For thy records and what we see doth lie,Made more or less by that continual haste.   This I do vow, and this shall ever be:   I will be true, despite thy scythe and thee.","Sonnet 123: No, Time, thou shalt not boast that I do change",English,16th-century,Male
"Red Rose, proud Rose, sad Rose of all my days!
Come near me, while I sing the ancient ways:
Cuchulain battling with the bitter tide;
The Druid, grey, wood-nurtured, quiet-eyed,
Who cast round Fergus dreams, and ruin untold;
And thine own sadness, whereof stars, grown old
In dancing silver-sandalled on the sea,
Sing in their high and lonely melody.
Come near, that no more blinded by man's fate,
I find under the boughs of love and hate,
In all poor foolish things that live a day,
Eternal beauty wandering on her way.
Come near, come near, come near—Ah, leave me still
A little space for the rose-breath to fill!
Lest I no more hear common things that crave;
The weak worm hiding down in its small cave,
The field-mouse running by me in the grass,
And heavy mortal hopes that toil and pass;
But seek alone to hear the strange things said
By God to the bright hearts of those long dead,
And learn to chaunt a tongue men do not know.
Come near; I would, before my time to go,
Sing of old Eire and the ancient ways:
Red Rose, proud Rose, sad Rose of all my days.",To the Rose upon the Rood of Time,Irish,20th-century,Male
"What is a brand?
The hopeful tag
on the tan underpants
that reads “Metaphor”
leaves everything
to the imagination
which by now
is plainly exhausted.
I could describe these tags
as so many
flapping tongues,
dropping hints
about a foreign designer,
himself largely a cover story.
Someone somewhere must sew a shirt
made entirely of red flags.
Untiring, music
rises
then falls through
its imagined past.",Piece,American,21st-century,Female
"The splendour falls on castle walls                 And snowy summits old in story:          The long light shakes across the lakes,                 And the wild cataract leaps in glory. Blow, bugle, blow, set the wild echoes flying, Blow, bugle; answer, echoes, dying, dying, dying.          O hark, O hear! how thin and clear,                 And thinner, clearer, farther going!          O sweet and far from cliff and scar                 The horns of Elfland faintly blowing! Blow, let us hear the purple glens replying: Blow, bugle; answer, echoes, dying, dying, dying.          O love, they die in yon rich sky,                 They faint on hill or field or river:          Our echoes roll from soul to soul,                 And grow for ever and for ever. Blow, bugle, blow, set the wild echoes flying, And answer, echoes, answer, dying, dying, dying.",from The Princess: The Splendour Falls on Castle Walls,English,19th-century,Male
"All overgrown by cunning moss,
All interspersed with weed,
The little cage of “Currer Bell”
In quiet “Haworth” laid.
This Bird – observing others
When frosts too sharp became
Retire to other latitudes –
Quietly did the same –
But differed in returning –
Since Yorkshire hills are green –
Yet not in all the nests I meet –
Can Nightingale be seen –","All overgrown by cunning moss, (146)",American,19th-century,Female
"1
Discomfort marks the boundary.
One early symptom was the boundary.
The invention of hunger.   
I could use energy.
To serve.
Elaborate systems in the service of   
far-fetched demands.
The great termite mounds serve   
as air-conditioners.
Temperature within must never vary   
more than 2 degrees.2
Which came first
the need or the system?
Systematic.   
System player.   
Scheme of Things.
The body considered as a functional unit.   
“My system craves calcium.”
An organized set of doctrines.
A network formed for the purpose of ...   
“All I want is you.”3
was narrowing their options to one,   
the next development.
Soldiers have elongate heads and massive mandibles.   
Squirtgun heads are found among fiercer species.   
Since soldiers cannot feed themselves, each requires   
a troupe of attendants.4
Her demands had become more elaborate.
He must be blindfolded,
   (Must break off his own wings)   
wear this corset laced tight
   (seal up the nuptial cell)
to attain his heart’s desire.
Move only as she permits
   (Mate the bloated queen each season)   
or be hung from the rafters.
How did he get here?5
Poor baby,
I heard your hammer.
The invention of pounding.
“As soon as it became important   
that free energy be channeled.”
Once you cared to be   
set off
from the surrounding medium.
This order has been preferred
since improvement was discovered.
The moment one intends to grow   
at the expense.
When teeth emerge
Demand for special treatment   
was an early symptom",Natural History,American,21st-century,Female
"Full many a glorious morning have I seen
Flatter the mountain-tops with sovereign eye,
Kissing with golden face the meadows green,
Gilding pale streams with heavenly alchemy;
Anon permit the basest clouds to ride
With ugly rack on his celestial face
And from the forlorn world his visage hide,
Stealing unseen to west with this disgrace.
Even so my sun one early morn did shine
With all-triumphant splendour on my brow;
But out, alack! he was but one hour mine;
The region cloud hath mask'd him from me now.
Yet him for this my love no whit disdaineth;
Suns of the world may stain when heaven's sun staineth.",Sonnet 33: Full many a glorious morning have I seen,English,16th-century,Male
"most of my life has been spent 
 with the two of us touching 
 skin to skin 
 our nights together 
 and sometimes our days 
 you carried me when my limbs refused to 
 when i was so sick i could not move 
 not once did you tire of my weight 
 not once did you complain 
 you’ve witnessed all my dreams 
 my sex 
 my writing 
 my weeping 
 every vulnerable act of my life 
 has been with you 
 the two of us knee-deep in laughter 
 and when i’ve been a fool to trust a fool 
 made love on top of you 
 left for days only to 
 return empty-handed 
 you always took me back 
 when sleep abandoned me 
 we lay awake together 
 you are the embrace of my life 
 my confessional 
 my altar 
 i went from girl to woman on top of you",,Canadian,21st-century,Female
"Whether the harborline or the east shoreline
consummated it was nobody’s biz until you got there,
eyelids ashimmer, content with one more dispensation
from blue above. And just like we were saying,
the people began to show some interest
in the mud-choked harbor. It could be summer again
for all anyone in our class knew.
Yeah, that’s right. Bumped from our dog-perch,
we’d had to roil with the last of them.
It’s taken a while since I’ve been here,
but I’m resolved. What, didn’t I print,
little piles of notes, slopes almost Sicilian?
Here is my friend:
Socks for comfort (now boys) will see later. Did they come?
The inner grocery had to take three sets of clips away.
Speaking to him of intricate family affairs.
I’m not what you think. Stay preconscious.
It’s just the “flooding of the council.” No need to feel afraid.",Day Bump,American,20th-century,Male
"In front of the craft shop,a small nativity,mother, baby, sheepmade of whiteand blue balloons.",Advent,American,21st-century,Female
"if i had to walk to get to you 
 it would take eight hundred and twenty-six hours 
 on bad days i think about it 
 what i might do if the apocalypse comes 
 and the planes stop flying 
 there is so much time to think 
 so much empty space wanting to be consumed 
 but no intimacy around to consume it 
 it feels like being stuck at a train station 
 waiting and waiting and waiting 
 for the one with your name on it 
 when the moon rises on this coast 
 but the sun still burns shamelessly on yours 
 i crumble knowing even our skies are dif ferent 
 we have been together so long 
 but have we really been together if 
 your touch has not held me long enough 
 to imprint itself on my skin 
 i try my hardest to stay present 
 but without you here 
 everything at its best 
 is only mediocre 
 - long distance",,Canadian,21st-century,Female
"In harmony with the rule of irony—
which requires that we harbor the enemy
on this side of the barricade—the shell
of the unborn eagle or pelican, which is made
to give protection till the great beaks can harden,
is the first thing to take up poison.
The mineral case is soft and gibbous
as the moon in a lake—an elastic,
rubbery, nightmare water that won't break.
Elsewhere, also, I see the mockeries of struggle,
a softness over people.",Soft,American,20th-century,Female
"Ribs ripple skin
Up to the nipples—
Noah, equipped, knew
Every one has two—
This ark I am in
Embarks my twin",Mirror Image,American,20th-century,Male
"Never give all the heart, for love Will hardly seem worth thinking of To passionate women if it seem Certain, and they never dream That it fades out from kiss to kiss; For everything that’s lovely is But a brief, dreamy, kind delight. O never give the heart outright, For they, for all smooth lips can say, Have given their hearts up to the play. And who could play it well enough If deaf and dumb and blind with love? He that made this knows all the cost, For he gave all his heart and lost.",Never give all the Heart,Irish,20th-century,Male
"Again at Christmas did we weave          The holly round the Christmas hearth;          The silent snow possess'd the earth, And calmly fell our Christmas-eve: The yule-log sparkled keen with frost,          No wing of wind the region swept,          But over all things brooding slept The quiet sense of something lost. As in the winters left behind,          Again our ancient games had place,          The mimic picture's breathing grace, And dance and song and hoodman-blind. Who show'd a token of distress?          No single tear, no mark of pain:          O sorrow, then can sorrow wane? O grief, can grief be changed to less? O last regret, regret can die!          Noimixt with all this mystic frame,          Her deep relations are the same, But with long use her tears are dry.",In Memoriam A. H. H. OBIIT MDCCCXXXIII: 78,English,19th-century,Male
"Know, that I would accounted be True brother of a company That sang, to sweeten Ireland's wrong, Ballad and story, rann and song; Nor be I any less of them, Because the red-rose-bordered hem Of her, whose history began Before God made the angelic clan, Trails all about the written page. When Time began to rant and rage The measure of her flying feet Made Ireland's heart begin to beat; And Time bade all his candles flare To light a measure here and there; And may the thoughts of Ireland brood Upon a measured quietude. Nor may I less be counted one With Davis, Mangan, Ferguson, Because, to him who ponders well, My rhymes more than their rhyming tell Of things discovered in the deep, Where only body's laid asleep. For the elemental creatures go About my table to and fro, That hurry from unmeasured mind To rant and rage in flood and wind; Yet he who treads in measured ways May surely barter gaze for gaze. Man ever journeys on with them After the red-rose-bordered hem. Ah, faeries, dancing under the moon, A Druid land, a Druid tune! While still I may, I write for you The love I lived, the dream I knew. From our birthday, until we die, Is but the winking of an eye; And we, our singing and our love, What measurer Time has lit above, And all benighted things that go About my table to and fro, Are passing on to where may be, In truth's consuming ecstasy, No place for love and dream at all; For God goes by with white footfall. I cast my heart into my rhymes, That you, in the dim coming times, May know how my heart went with them After the red-rose-bordered hem.",To Ireland in the Coming Times,Irish,20th-century,Male
"my girlhood was too much hair 
 thin limbs coated in velvet 
 it was neighborhood tradition 
 for the other young girls and i 
 to frequent basement salons on a weekly basis 
 run by women in a house 
 who were my mother ’ s age 
 had my mother ’ s skin 
 but looked nothing like my simple mother 
 they had brown skin with 
 yellow hair meant for white skin 
 streaks like zebras 
 slits for eyebrows 
 i looked at my own caterpillars with shame 
 and dreamt mine would be that thin 
 i sit timidly in the makeshift waiting area 
 hoping a friend from school would not drop by 
 a bollywood music video is playing on a tiny 
 television screen in the corner 
 someone is getting their legs waxed or hair dyed 
 when the auntie calls me in 
 i walk into the room 
 and make small talk 
 she leaves for a moment 
 while i undress my lower half 
 i slide my pants and underwear of f 
 lie down on the spa bed and wait 
 when she returns she positions my legs 
 like an open butterfly 
 soles of feet together 
 knees pointing in opposite directions 
 first the disinfectant wipe 
 then the cold jelly 
 how is school and what ar e you studying she asks",,Canadian,21st-century,Female
"Because I could not stop for Death –
He kindly stopped for me –
The Carriage held but just Ourselves –
And Immortality.
We slowly drove – He knew no haste
And I had put away
My labor and my leisure too,
For His Civility –
We passed the School, where Children strove
At Recess – in the Ring –
We passed the Fields of Gazing Grain –
We passed the Setting Sun –
Or rather – He passed Us –
The Dews drew quivering and Chill –
For only Gossamer, my Gown –
My Tippet – only Tulle –
We paused before a House that seemed
A Swelling of the Ground –
The Roof was scarcely visible –
The Cornice – in the Ground –
Since then – 'tis Centuries – and yet
Feels shorter than the Day
I first surmised the Horses' Heads
Were toward Eternity –",Because I could not stop for Death – (479),American,19th-century,Female
"The stars are   Although I do not sing   About them—   The sky and the trees   Are indifferent   To whom they please   The rose is unmoved   By my nose   And the garland in your hair   Although your eyes be lakes, dies   Why sigh for a star   Better bay at the moon   Better bay at the moon . . .   Oh moon, moon, moon",The Stars Are,American,20th-century,Male
"I never hear the word “Escape”
Without a quicker blood,
A sudden expectation –
A flying attitude!
I never hear of prisons broad
By soldiers battered down,
But I tug childish at my bars
Only to fail again!",I never hear the word “Escape” (144),American,19th-century,Female
"the woman who comes after me will be a bootleg version of who i am. she 
 will try and write poems for you to erase the ones i’ve left memorized on 
 your lips but her lines could never punch you in the stomach the way mine 
 did. she will then try to make love to your body. but she will never lick, 
 caress, or suck like me. she will be a sad replacement of the woman you let 
 slip. nothing she does will excite you and this will break her. when she is 
 tired of falling apart for a man that doesn’t give back what he takes she will 
 recognize me in your eyelids staring at her with pity and it’ll hit her. how 
 can she love a man who is busy loving someone he can never get his hands 
 on again.",,Canadian,21st-century,Female
"We tied branches to our helmets.
We painted our faces & rifles
with mud from a riverbank,
blades of grass hung from the pockets
of our tiger suits. We wove
ourselves into the terrain,
content to be a hummingbird’s target.
We hugged bamboo & leaned
against a breeze off the river,
slow-dragging with ghosts
from Saigon to Bangkok,
with women left in doorways
reaching in from America.
We aimed at dark-hearted songbirds.
In our way station of shadows
rock apes tried to blow our cover,
throwing stones at the sunset. Chameleons
crawled our spines, changing from day
to night: green to gold,
gold to black. But we waited
till the moon touched metal,
till something almost broke
inside us. VC struggled
with the hillside, like black silk
wrestling iron through grass.
We weren’t there. The river ran
through our bones. Small animals took refuge
against our bodies; we held our breath,
ready to spring the L-shaped
ambush, as a world revolved
under each man’s eyelid.",Camouflaging the Chimera,American,20th-century,Male
"A merchant is
probing for us
with his chintz curtain
                                          effect.
                     *
“Ha, ha, you missed me,”   
a dead person says.
                     *
There’s the bank’s
colonial balcony
where no one has
                                 ever stood.",Home Federal,American,21st-century,Female
"I think it better that in times like these A poet's mouth be silent, for in truth We have no gift to set a statesman right; He has had enough of meddling who can please A young girl in the indolence of her youth, Or an old man upon a winter’s night.",On being asked for a War Poem,Irish,20th-century,Male
"There was a man whom Sorrow named his friend, And he, of his high comrade Sorrow dreaming, Went walking with slow steps along the gleaming And humming sands, where windy surges wend: And he called loudly to the stars to bend From their pale thrones and comfort him, but they Among themselves laugh on and sing alway: And then the man whom Sorrow named his friend Cried out, Dim sea, hear my most piteous story! The sea swept on and cried her old cry still, Rolling along in dreams from hill to hill. He fled the persecution of her glory And, in a far-off, gentle valley stopping, Cried all his story to the dewdrops glistening. But naught they heard, for they are always listening, The dewdrops, for the sound of their own dropping. And then the man whom Sorrow named his friend Sought once again the shore, and found a shell, And thought, I will my heavy story tell Till my own words, re-echoing, shall send Their sadness through a hollow, pearly heart; And my own tale again for me shall sing, And my own whispering words be comforting, And lo! my ancient burden may depart. Then he sang softly nigh the pearly rim; But the sad dweller by the sea-ways lone Changed all he sang to inarticulate moan Among her wildering whirls, forgetting him.",The Sad Shepherd,Irish,20th-century,Male
"Poor soul, the centre of my sinful earth, [......] these rebel powers that thee array, Why dost thou pine within and suffer dearth, Painting thy outward walls so costly gay? Why so large cost, having so short a lease, Dost thou upon thy fading mansion spend? Shall worms, inheritors of this excess, Eat up thy charge? Is this thy body's end? Then soul, live thou upon thy servant's loss And let that pine to aggravate thy store; Buy terms divine in selling hours of dross; Within be fed, without be rich no more. So shalt thou feed on Death, that feeds on men, And, Death once dead, there's no more dying then.","Sonnet 146: Poor soul, the centre of my sinful earth,",English,16th-century,Male
"I heard a thousand blended notes, While in a grove I sate reclined, In that sweet mood when pleasant thoughts Bring sad thoughts to the mind. To her fair works did Nature link The human soul that through me ran; And much it grieved my heart to think What man has made of man. Through primrose tufts, in that green bower, The periwinkle trailed its wreaths; And ’tis my faith that every flower Enjoys the air it breathes. The birds around me hopped and played, Their thoughts I cannot measure:— But the least motion which they made It seemed a thrill of pleasure. The budding twigs spread out their fan, To catch the breezy air; And I must think, do all I can, That there was pleasure there. If this belief from heaven be sent, If such be Nature’s holy plan, Have I not reason to lament What man has made of man?",Lines Written in Early Spring,English,19th-century,Male
"Before long the end
Of the beginning
Begins to bend
To the beginning
Of the end you live
With some misgivings
About what you did.",The Living End,American,20th-century,Male
"A not admitting of the wound
Until it grew so wide
That all my Life had entered it
And there were troughs beside -
A closing of the simple lid that opened to the sun
Until the tender Carpenter
Perpetual nail it down -",A not admitting of the wound (1188),American,19th-century,Female
"I went into the forest searching for fire inside pleading wood, but I can’t say for how long I was moored between worlds. I heard a magpie’s rumination, but I don’t know if its wings lifted the moon or let it drift slow as a little straw boat set ablaze on a winding river. I learned the yellow-eyed wolf is a dog & a man. A small boy with a star pinned to his sleeve was hiding among thorn bushes, or it was how the restless dark wounded the pale linden tree outside a Warsaw apartment. Night crawls under each stone quick as a cry held in the throat. All I remember is my left hand was holding your right breast when I forced my eyes shut. Then I could hear something in the room, magnanimous but small, half outside & half inside, no more than a song— an insomniac’s one prophecy pressed against the curtains, forcing the ferns to bloom.",The Shortest Night,American,20th-century,Male
"of lights and life—you took a left 
 to the road that led nowhere 
 i asked where we were going 
 you asked if i was afraid 
 my voice threw itself over the edge of my throat 
 landed at the bottom of my belly and hid for months 
 all the dif ferent parts in me 
 turned the lights of f 
 shut the blinds 
 locked the doors 
 while i hid at the back of some 
 upstairs closet of my mind as 
 someone broke the windows—you 
 kicked the front door in—you 
 took everything 
 and then someone took me 
 —it was you. 
 who dove into me with a fork and a knife 
 eyes glinting with starvation 
 like you hadn’ t eaten in weeks 
 i was a hundred and ten pounds of fresh meat 
 you skinned and gutted with your fingers 
 like you were scraping the inside of a cantaloupe clean 
 as i screamed for my mother 
 you nailed my wrists to the ground 
 turned my breasts into bruised fruit 
 this home is empty now 
 no gas 
 no electricity 
 no running water 
 the food is rotten 
 from head to foot i am layered in dust 
 fruit flies. webs. bugs. 
 someone call the plumber",,Canadian,21st-century,Female
"I heard a Fly buzz - when I died -
The Stillness in the Room
Was like the Stillness in the Air -
Between the Heaves of Storm -
The Eyes around - had wrung them dry -
And Breaths were gathering firm
For that last Onset - when the King
Be witnessed - in the Room -
I willed my Keepsakes - Signed away
What portion of me be
Assignable - and then it was
There interposed a Fly -
With Blue - uncertain - stumbling Buzz -
Between the light - and me -
And then the Windows failed - and then
I could not see to see -",I heard a Fly buzz - when I died - (591),American,19th-century,Female
"Publication – is the Auction
Of the Mind of Man –
Poverty – be justifying
For so foul a thing
Possibly – but We – would rather
From Our Garret go
White – unto the White Creator –
Than invest – Our Snow –
Thought belong to Him who gave it –
Then – to Him Who bear
It's Corporeal illustration – sell
The Royal Air –
In the Parcel – Be the Merchant
Of the Heavenly Grace –
But reduce no Human Spirit
To Disgrace of Price –",Publication – is the Auction (788),American,19th-century,Female
Ghost I house  In this old flat—  Your outpost—  My aftermath,Here,American,20th-century,Male
"Zeus always introduces himself   
As one who needs stitching   
Back together with kisses.   
Like a rock star in leather
& sapphires—conflagration
& a trick of silk falling
Between lost chances & never   
Again. His disguises are almost
Mathematical, as Io & Europa   
Pass from their dreams into his.   
This lord of storm clouds
Is also a sun god crooning desire
& dalliance in a garden of nymphs.
Some days, he loves gloxinia,
& others, craves garlic blooms—
Hera, Aegina, & Callisto in the same song.",Infidelity,American,20th-century,Male
"Sweet and low, sweet and low,          Wind of the western sea, Low, low, breathe and blow,          Wind of the western sea! Over the rolling waters go, Come from the dying moon, and blow,          Blow him again to me; While my little one, while my pretty one, sleeps. Sleep and rest, sleep and rest,          Father will come to thee soon; Rest, rest, on mother's breast,          Father will come to thee soon; Father will come to his babe in the nest, Silver sails all out of the west          Under the silver moon: Sleep, my little one, sleep, my pretty one, sleep.",from The Princess: Sweet and Low,English,19th-century,Male
"Authorized, booked By my steadfast prose The dead I ghost write Shed shadows that shine With hindsight, hearsay— The last word is mine",Biographer,American,20th-century,Male
